doc_name,doc_data
"ARRETE du 23 décembre 2024 — modifiant l'arrêté du 14 Dhou El Hidja 1443 correspondant au 13 juillet 2022 portant désignation des membres du conseil d'administration de Dar-Rahma de Constantine, wilaya de Constantine.",
"ARRETE INTERMINISTERIEL du 26 janvier 2025 — complétant l'arrêté interministériel du 23 Ramadhan 1442 correspondant au 5 mai 2021 fixant les conditions et les modalités de transfert du portefeuille foncier, les superficies des périmètres, leurs délimitations ainsi que leurs coordonnées géographiques, à l'office de développement de l'agriculture industrielle en terres sahariennes.",
ARRETE du 26 décembre 2024 — modifiant l'arrêté du 29 Joumada El Oula 1445 correspondant au 13 décembre 2023 portant désignation des membres du conseil d'administration du centre national de l'insémination artificielle et de l'amélioration génétique.,
"ARRETE du 20 janvier 2025 — modifiant l'arrêté du 4 Rabie Ethani 1446 correspondant au 7 octobre 2024 portant nomination des membres du conseil d'administration de l'organisme de prévention des risques professionnels dans les activités du bâtiment, des travaux publics et de l'hydraulique.",
"DECRET PRESIDENTIEL n° 24-441 — portant transfert de crédits, au titre de budget de l'Etat, mis à la disposition du ministre de l'agriculture, du développement rural et de la pêche",
DECRET EXECUTIF n° 25-71 — fixant le nombre et la délimitation des délégations communales de la commune d'El Khroub-wilaya de Constantine,
DECRET EXECUTIF n° 25-71 — fixant le nombre et la délimitation des délégations communales de la commune d'El Khroub-wilaya de Constantine,
DECRET EXECUTIF n° 25-71 — fixant le nombre et la délimitation des délégations communales de la commune d'El Khroub-wilaya de Constantine,
"DECRET EXECUTIF n° 25-72 — fixant les modalités de nomination au titre de professeur hospitalo-universitaire émérite, de professeur émérite et de directeur de recherche émérite",
"DECRET EXECUTIF n° 25-72 — fixant les modalités de nomination au titre de professeur hospitalo-universitaire émérite, de professeur émérite et de directeur de recherche émérite",
"DECRET EXECUTIF n° 25-72 — fixant les modalités de nomination au titre de professeur hospitalo-universitaire émérite, de professeur émérite et de directeur de recherche émérite",
"DECRET EXECUTIF n° 25-72 — fixant les modalités de nomination au titre de professeur hospitalo-universitaire émérite, de professeur émérite et de directeur de recherche émérite",
"DECRET EXECUTIF n° 25-72 — fixant les modalités de nomination au titre de professeur hospitalo-universitaire émérite, de professeur émérite et de directeur de recherche émérite",
DECRET EXECUTIF n° 25-73 — portant prolongation du délai de conformité avec les règles applicables aux coopératives agricoles,
DECRET EXECUTIF n° 25-73 — portant prolongation du délai de conformité avec les règles applicables aux coopératives agricoles,
ARRETE — fixant la forme et le contenu du compte général de l'Etat,
ARRETE — fixant la forme et le contenu des documents de la comptabilité générale,
ARRETE — portant création de deux annexes du centre psycho-pédagogique pour enfants handicapés mentaux de Djelfa,
ARRETE — portant désignation des membres du conseil national de la famille et de la femme,
"DECRET EXECUTIF n° 25-80 — modifiant le décret exécutif n° 08-155 portant revalorisation du montant des pensions des moudjahidine et des ayants droit de chouhada et de moudjahidine, des victimes civiles et des victimes d'engins explosifs ainsi que leurs ayants droit.",
"ARRETE — portant placement en position d'activité, auprès du ministère de la formation et de l'enseignement professionnels et des services extérieurs en relevant, de certains corps techniques spécifiques relevant de l'administration chargée de l'habitat et de l'urbanisme.",
ARRETE — modifiant l'arrêté du 3 Rajab 1442 correspondant au 15 février 2021 fixant la liste nominative des membres du conseil d'administration « d'Algérie Poste ».,
ARRETE — modifiant l'arrêté du 20 Joumada El Oula 1444 correspondant au 14 décembre 2022 fixant la liste nominative des membres du conseil d'administration de l'agence nationale des fréquences.,
ARRETE — modifiant l'arrêté du 29 Rabie El Aouel 1442 correspondant au 15 novembre 2020 fixant la liste nominative des membres du conseil d'administration de l'agence nationale de promotion et de développement des parcs technologiques.,
ARRETE — modifiant et complétant l'arrêté du 20 Safar 1446 correspondant au 25 août 2024 fixant les modalités de compensation des prix du café vert importé.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
LOI n° 25-01 — relative à la protection et à la promotion des personnes ayant des besoins spécifiques.,
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
"LOI n° 25-02 — modifiant et complétant la loi n° 01-19 du 27 Ramadhan 1422 correspondant au 12 décembre 2001 relative à la gestion, au contrôle et à l'élimination des déchets.",
DECRET PRESIDENTIEL n° 25-83 — fixant les conditions et les modalités d'admission de l'étudiant étranger au sein des établissements algériens d'enseignement et de formation supérieurs.,
DECRET PRESIDENTIEL n° 25-83 — fixant les conditions et les modalités d'admission de l'étudiant étranger au sein des établissements algériens d'enseignement et de formation supérieurs.,
"ARRETE — Fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de services au titre de l'agence algérienne de promotion de l'investissement.",
"DECRET EXECUTIF n° 25-84 — fixant les attributions du ministre de l'énergie, des mines et des énergies renouvelables",
"DECRET EXECUTIF n° 25-85 — portant organisation de l'administration centrale du ministère de l'énergie, des mines et des énergies renouvelables",
"DÉCRET EXÉCUTIF n° 25-88 — modifiant et complétant le décret exécutif n° 19-253 du 16 Moharram 1441 correspondant au 16 septembre 2019 fixant les conditions de création, l'organisation, le fonctionnement et le contrôle des établissements d'accueil de la petite enfance",
DÉCRET EXÉCUTIF n° 25-89 — modifiant et complétant le décret exécutif n° 2000-131 du 8 Rabie El Aouel 1421 correspondant au 11 juin 2000 fixant la composition et le fonctionnement de la commission compétente chargée de l'étude des plans de projets hôteliers,
"DÉCRET EXÉCUTIF n° 25-90 — modifiant et complétant le décret exécutif n° 19-158 du 24 Chaâbane 1440 correspondant au 30 avril 2019 définissant les établissements hôteliers et fixant les conditions et les modalités de leur exploitation, de leur classement et d'agrément de leur gérant",
ARRÊTÉ n° — modifiant l'arrêté du 24 Chaâbane 1443 correspondant au 27 mars 2022 fixant la liste des membres du conseil scientifique et pédagogique de l'institut algérien de formation en génie nucléaire,
"ARRÊTÉ n° — modifiant l'arrêté du 14 Ramadhan 1445 correspondant au 24 mars 2024 fixant la liste nominative des membres du conseil d'administration du centre national d'études et de recherche sur la résistance populaire, le mouvement national et la révolution du 1er novembre 1954",
"ARRÊTÉ n° — modifiant l'arrêté du 14 Dhou El Hidja 1443 correspondant au 13 juillet 2022 portant désignation des membres du conseil d'administration de Dar-Rahma de Hamla, wilaya de Batna",
ARRÊTÉ INTERMINISTÉRIEL n° — modifiant l'arrêté interministériel du 5 Joumada El Oula 1444 correspondant au 29 novembre 2022 fixant les modalités et les délais de conformité des terres mises en valeur,
DECRET PRESIDENTIEL n° 25-91 — modifiant et complétant l'annexe du décret présidentiel n° 15-140 du 8 Chaâbane 1436 correspondant au 27 mai 2015 portant création de circonscriptions administratives dans certaines wilayas et fixant les règles particulières qui leur sont liées,
DECRET EXECUTIF n° 25-87 — modifiant et complétant le décret exécutif n° 91-306 du 24 août 1991 fixant la liste des communes animées par chaque chef de daïra,
ARRETE du 20 Rajab 1446 — modifiant l'arrêté du 24 Dhou El Kaâda 1444 correspondant au 13 juin 2023 portant désignation des membres de la commission compétente chargée de l'étude des plans de projets hôteliers,
ARRETE INTERMINISTERIEL du 24 Chaâbane 1446 — complétant l'arrêté interministériel du 15 Moharram 1419 correspondant au 12 mai 1998 portant organisation de la direction de la santé et de la population de wilaya,
"ARRETE du 27 Rajab 1446 — modifiant l'arrêté du 26 Chaoual 1445 correspondant au 5 mai 2024 portant désignation des membres de la commission nationale de recours préalable qualifiée en matière de sécurité sociale, créée au sein de la caisse nationale des assurances sociales des travailleurs salariés (CNAS)",
ARRETE — modifiant l'arrêté du 15 Moharram 1445 correspondant au 2 août 2023 fixant la liste nominative des membres du conseil d'administration de l'école nationale supérieure des sciences géodésiques et des techniques spatiales,
ARRETE — modifiant l'arrêté du 15 Moharram 1445 correspondant au 2 août 2023 fixant la liste nominative des membres du conseil d'administration de l'école nationale supérieure des sciences géodésiques et des techniques spatiales,
ARRETE — modifiant l'arrêté du 21 Dhou El Hidja 1443 correspondant au 20 juillet 2022 fixant la liste nominative des membres du conseil d'administration de l'institut algérien de la normalisation (IANOR),
ARRETE — portant désignation des membres du conseil d'orientation et de surveillance de l'Algérienne des eaux,
ARRETE — modifiant l'arrêté du 30 Ramadhan 1425 correspondant au 13 novembre 2004 fixant l'organisation et le fonctionnement de la commission permanente des eaux minérales naturelles et des eaux de source,
DECRET EXECUTIF n° 25-95 — fixant les attributions du ministre des sports,
DECRET EXECUTIF n° 25-95 — fixant les attributions du ministre des sports,
DECRET EXECUTIF n° 25-96 — portant organisation de l'administration centrale du ministère des sports,
DECRET EXECUTIF n° 25-96 — portant organisation de l'administration centrale du ministère des sports,
DECRET EXECUTIF n° 25-97 — fixant les attributions du ministre du commerce extérieur et de la promotion des exportations,
DECRET EXECUTIF n° 25-98 — portant organisation de l'administration centrale du ministère du commerce extérieur et de la promotion des exportations,
DECRET EXECUTIF n° 25-98 — portant organisation de l'administration centrale du ministère du commerce extérieur et de la promotion des exportations,
DECRET EXECUTIF n° 25-101 — Relatif à la procédure de gel et/ou de saisie des fonds dans le cadre de la prévention et de la lutte contre le financement du terrorisme et le financement de la prolifération des armes de destruction massive,
DECRET EXECUTIF n° 25-101 — Relatif à la procédure de gel et/ou de saisie des fonds dans le cadre de la prévention et de la lutte contre le financement du terrorisme et le financement de la prolifération des armes de destruction massive,
DECRET EXECUTIF n° 25-101 — Relatif à la procédure de gel et/ou de saisie des fonds dans le cadre de la prévention et de la lutte contre le financement du terrorisme et le financement de la prolifération des armes de destruction massive,
DECRET EXECUTIF n° 25-101 — Relatif à la procédure de gel et/ou de saisie des fonds dans le cadre de la prévention et de la lutte contre le financement du terrorisme et le financement de la prolifération des armes de destruction massive,
"DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées",
"DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées",
"DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées",
"DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées",
"DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées",
"DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées",
DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent,
DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent,
DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent,
DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent,
DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent,
DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent,
"ARRETE — Fixant les modalités de rémunération des stagiaires experts-comptables, commissaires aux comptes et comptables",
"ARRETE — Fixant les modalités de rémunération des stagiaires experts-comptables, commissaires aux comptes et comptables",
"DECRET EXECUTIF n° 25-94 — modifiant et complétant le décret exécutif n° 97-51 portant création, missions et organisation des services régionaux des finances et de l'équipement de la sûreté nationale",
ARRETE n° 23 Chaâbane 1446 — portant nomination du président et des membres de l'autorité de régulation du marché du tabac et des produits tabagiques,
"ARRETE INTERMINISTERIEL n° 18 Chaâbane 1446 — complétant l'arrêté interministériel du 23 Ramadhan 1442 fixant les conditions et les modalités de transfert du portefeuille foncier, les superficies des périmètres, leurs délimitations ainsi que leurs coordonnées géographiques, à l'office de développement de l'agriculture industrielle en terres sahariennes",
DECRET EXECUTIF n° 25-104 — fixant les attributions du ministre de l'environnement et de la qualité de la vie,
DECRET EXECUTIF n° 25-105 — portant organisation de l'administration centrale du ministère de l'environnement et de la qualité de la vie,
ARRETE — fixant la liste nominative des membres du comité sectoriel permanent de la recherche scientifique et du développement technologique du ministère des affaires religieuses et des wakfs,
ARRETE INTERMINISTERIEL — modifiant et complétant l'arrêté interministériel du 3 Rabie El Aouel 1434 correspondant au 15 janvier 2013 portant organisation interne du centre de recherche scientifique et technique sur les régions arides,
ARRETE du 28 Rabie El Aouel 1446 — portant adoption du règlement technique fixant les spécifications et les conditions de présentation des fruits et légumes frais destinés à la consommation humaine,
DECRET PRESIDENTIEL n° 25-110 — modifiant le décret présidentiel n° 24-374 portant nomination des membres du Gouvernement,
"DECRET PRESIDENTIEL n° 25-115 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la Présidence de la République",
"DECRET PRESIDENTIEL n° 25-116 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre d'Etat, ministre des affaires étrangères, de la communauté nationale à l'étranger et des affaires africaines",
"DECRET PRESIDENTIEL n° 25-117 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire",
"DECRET PRESIDENTIEL n° 25-118 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des finances",
"DECRET PRESIDENTIEL n° 25-119 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des moudjahidine et des ayants droit",
"DECRET PRESIDENTIEL n° 25-120 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'hydraulique",
"DECRET PRESIDENTIEL n° 25-121 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des transports",
DECRET PRESIDENTIEL du 23 Chaoual 1446 — portant acquisition de la nationalité algérienne,
ARRETE du 18 Chaoual 1446 — portant nomination du président et des membres du comité d'éthique et de déontologie de l'agence nationale de sécurité sanitaire,
"ARRETE du 9 Ramadhan 1446 — fixant la liste nationale des personnes habilitées à effectuer l'enquête préalable, en vue de l'affirmation de l'utilité publique dans le cadre des opérations d'expropriation pour cause d'utilité publique, au titre de l'année 2025",
"ARRETE du 9 Ramadhan 1446 — fixant la liste nationale des personnes habilitées à effectuer l'enquête préalable, en vue de l'affirmation de l'utilité publique dans le cadre des opérations d'expropriation pour cause d'utilité publique, au titre de l'année 2025",
"ARRETE du 10 Joumada Ethania 1446 — modifiant l'arrêté du 5 Chaâbane 1443 correspondant au 8 mars 2022 portant désignation des membres du conseil d'orientation du parc national de Belezma, wilaya de Batna",
ARRETE du 21 Rajab 1446 — modifiant l'arrêté du 19 Rabie Ethani 1446 correspondant au 22 octobre 2024 portant désignation des membres du conseil d'orientation du parc national de Gouraya (wilaya de Béjaïa),
ARRETE du 24 Chaâbane 1446 — modifiant l'arrêté du 17 Rabie El Aouel 1445 correspondant au 3 octobre 2023 portant nomination des membres du conseil d'administration de l'office national interprofessionnel du lait et des produits laitiers,
ARRETE du 26 Chaâbane 1446 — modifiant l'arrêté du 6 Dhou El Kaâda 1443 correspondant au 6 juin 2022 portant nomination des membres du conseil d'administration de la chambre nationale d'agriculture,
ARRETE du 27 Chaâbane 1446 — modifiant l'arrêté du 25 Rabie El Aouel 1446 correspondant au 29 septembre 2024 portant désignation des membres du conseil d'orientation de l'agence nationale pour la conservation de la nature,
"DECRET EXECUTIF n° 25-150 — modifiant et complétant le décret exécutif n° 19-196 du 7 Dhou El Kaâda 1440 correspondant au 10 juillet 2019 portant création d'un comité national de prévention et de lutte contre les maladies à transmission hydrique et fixant ses missions, son organisation et son fonctionnement.",
ARRETE — fixant la classification des parcs nationaux relevant du ministère chargé des forêts et les conditions d'accès aux postes supérieurs en relevant.,
ARRETE — modifiant l'arrêté du 18 Rabie El Aouel 1446 correspondant au 22 septembre 2024 portant nomination des membres du conseil d'administration de l'école nationale des forêts (E.NA.F).,
ARRETE — modifiant l'arrêté du 21 Joumada El Oula 1445 correspondant au 5 décembre 2023 portant nomination des membres du conseil d'orientation de l'agence nationale des changements climatiques.,
"DECRET EXECUTIF n° 25-153 — portant création d'un centre psychopédagogique pour enfants handicapés mentaux dans la commune de M'Chedallah, wilaya de Bouira",
"DECRET EXECUTIF n° 25-153 — portant création d'un centre psychopédagogique pour enfants handicapés mentaux dans la commune de M'Chedallah, wilaya de Bouira",
"DECRET EXECUTIF n° 25-154 — modifiant le plan du tracé prévu par le décret exécutif n° 13-430 du 15 Safar 1435 correspondant au 18 décembre 2013 portant déclaration d'utilité publique l'opération d'extension de la première ligne du métro d'Alger, de Aïn Naâdja vers Baraki",
"DECRET EXECUTIF n° 25-154 — modifiant le plan du tracé prévu par le décret exécutif n° 13-430 du 15 Safar 1435 correspondant au 18 décembre 2013 portant déclaration d'utilité publique l'opération d'extension de la première ligne du métro d'Alger, de Aïn Naâdja vers Baraki",
"DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques",
"DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques",
"DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques",
"DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques",
"DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques",
"DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques",
"DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques",
ARRETE du 13 avril 2025 — portant création d'un service commun de recherche au sein de l'université d'Adrar,
ARRETE du 13 avril 2025 — portant création d'un service commun de recherche au sein de l'université d'Adrar,
ARRETE du 13 avril 2025 — portant création d'un service commun de recherche au sein de l'université d'Adrar,
ARRETE du 13 avril 2025 — portant création d'un service commun de recherche au sein de l'université d'Adrar,
ARRETE du 20 mai 2025 — fixant les modalités d'organisation et de fonctionnement de la commission chargée d'étudier et de se prononcer sur les demandes de bénéfice de l'allocation forfaitaire de solidarité,
ARRETE du 20 mai 2025 — fixant les modalités d'organisation et de fonctionnement de la commission chargée d'étudier et de se prononcer sur les demandes de bénéfice de l'allocation forfaitaire de solidarité,
ARRETE du 20 mai 2025 — modifiant l'arrêté du 2 Rajab 1445 correspondant au 14 janvier 2024 portant désignation des membres du conseil d'administration de l'institut national de la prévention des risques professionnels,
ARRETE du 15 mai 2025 — portant mise à jour du contenu de la liste des activités individualisées relatives à l'auto-entrepreneur,
ARRETE du 15 mai 2025 — portant mise à jour du contenu de la liste des activités individualisées relatives à l'auto-entrepreneur,
ARRETE du 25 mai 2025 — modifiant l'arrêté du 13 Joumada Ethania 1446 correspondant au 15 décembre 2024 portant désignation des membres du conseil scientifique et technique de l'établissement national de promotion et gestion des structures d'appui aux start-up,
"DECRET PRESIDENTIEL n° 25-156 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des sports.",
"DECRET PRESIDENTIEL n° 25-157 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la ministre de la solidarité nationale, de la famille et de la condition de la femme.",
"DECRET PRESIDENTIEL n° 25-158 — portant révision de la répartition des autorisations d'engagement et des crédits de paiement, ouverts au titre du budget de l'Etat, par la loi de finances pour 2025, mis à la disposition de l'ex-ministre de l'industrie et de la production pharmaceutique.",
"DECRET PRESIDENTIEL n° 25-159 — autorisant la souscription de l'Algérie au capital de la nouvelle banque de développement, au titre de son adhésion à cette institution.",
DECRET PRESIDENTIEL n° 25-160 — fixant les indemnités des membres du Haut Conseil Islamique.,
"DECRET PRESIDENTIEL n° 25-162 — portant dissolution du centre national de l'industrie cinématographique et transfert de ses biens, droits, obligations et personnels au centre algérien de développement du cinéma.",
"DECRET PRESIDENTIEL n° 25-162 — portant dissolution du centre national de l'industrie cinématographique et transfert de ses biens, droits, obligations et personnels au centre algérien de développement du cinéma.",
"DECRET PRESIDENTIEL n° 25-162 — portant dissolution du centre national de l'industrie cinématographique et transfert de ses biens, droits, obligations et personnels au centre algérien de développement du cinéma.",
DECRET PRESIDENTIEL n° 25-166 — mettant fin aux fonctions du président de la Cour constitutionnelle.,
DECRET EXECUTIF n° 25-161 — portant réorganisation du centre algérien de développement du cinéma.,
DECRET EXECUTIF n° 25-161 — portant réorganisation du centre algérien de développement du cinéma.,
DECRET EXECUTIF n° 25-161 — portant réorganisation du centre algérien de développement du cinéma.,
DECRET EXECUTIF n° 25-161 — portant réorganisation du centre algérien de développement du cinéma.,
ARRETE — fixant les modalités d'émission des Sukuk Souverains par le Trésor public.,
"ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers.",
"ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers.",
"ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers.",
"ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers.",
"ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers.",
"DECRET EXECUTIF n° 25-163 — complétant le décret exécutif n° 12-201 portant création, organisation et fonctionnement de l'établissement hospitalier de la sûreté nationale « Les glycines »",
"ARRETE INTERMINISTERIEL — complétant l'arrêté interministériel fixant les conditions et les modalités de transfert du portefeuille foncier, les superficies des périmètres, leurs délimitations ainsi que leurs coordonnées géographiques, à l'office de développement de l'agriculture industrielle en terres sahariennes",
ARRETE — modifiant l'arrêté portant désignation des membres du comité national de prévention et de lutte contre les zoonoses,
LOI n° 25-10 — modifiant et complétant la loi n° 05-01 du 27 Dhou El Hidja 1425 correspondant au 6 février 2005 relative à la prévention et à la lutte contre le blanchiment d'argent et le financement du terrorisme,
LOI n° 25-11 — modifiant et complétant la loi n° 18-07 du 25 Ramadhan 1439 correspondant au 10 juin 2018 relative à la protection des personnes physiques dans le traitement des données à caractère personnel,
"DECRET EXECUTIF n° 25-195 — fixant les modalités d'élaboration et de mise en œuvre de la stratégie nationale de la communication et de l'information et des programmes de formation, d'enseignement et de recherche scientifique en matière de risques de catastrophes",
DECRET EXECUTIF n° 25-196 — portant réorganisation du centre national de la cinématographie et de l'audiovisuel et changement de sa dénomination,
"DECRET EXECUTIF n° 25-197 — fixant la composition, les missions et les modalités de fonctionnement de la commission de visionnage des films",
DECRET EXECUTIF n° 25-209 — complétant le décret exécutif n° 93-242 du 4 Joumada El Oula 1414 correspondant au 20 octobre 1993 portant création du centre national des sports et des loisirs de Tikjda,
ARRETE INTERMINISTERIEL du 28 Dhou El Hidja 1446 correspondant au 24 juin 2025 — complétant l'arrêté interministériel du 9 Dhou El Kaâda 1443 correspondant au 8 juin 2022 portant création des annexes du centre algérien du contrôle de la qualité et de l'emballage et des laboratoires d'analyse de la qualité et de la répression des fraudes,
DECRET PRESIDENTIEL n° 25-241 — portant nomination des membres du Gouvernement,
"DECRET EXECUTIF n° 25-237 — modifiant et complétant le décret exécutif n° 98-188 du 7 Safar 1419 correspondant au 2 juin 1998 portant création, organisation et fonctionnement du centre national de toxicologie",
"ARRETE — du 10 Safar 1447 correspondant au 4 août 2025 modifiant et complétant l'arrêté interministériel du 5 Rajab 1443 correspondant au 6 février 2022 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre des services déconcentrés du ministère de la poste et des télécommunications",
ARRETE — du 26 Dhou El Hidja 1446 correspondant au 22 juin 2025 modifiant l'arrêté du 11 Joumada El Oula 1446 correspondant au 13 novembre 2024 portant désignation des membres du conseil d'orientation du parc national du Djurdjura (wilaya de Bouira),
